setups_detected,rejected_warmup,rejected_stop_invalid,rejected_no_entry_bar,rejected_outside_split,eligible_setups,skipped_stop,skipped_size,rejected_position_open,trades_entered,funnel_residual,symbol,candidate_id,reconciled
257,0,0,0,93,164,2,0,47,115,47,BTCUSD,M2|15m|20/50|s0.25,True
258,0,0,0,98,160,5,0,41,114,41,ETHUSD,M2|15m|20/50|s0.25,True
290,0,0,0,113,177,9,0,42,126,42,SOLUSD,M2|15m|20/50|s0.25,True
245,0,0,0,106,139,11,0,26,102,26,XRPUSD,M2|15m|20/50|s0.25,True
10,0,0,0,3,7,0,0,1,6,1,BTCUSD,M2|15m|20/50|s0.50,True
6,0,0,0,3,3,1,0,0,2,0,ETHUSD,M2|15m|20/50|s0.50,True
4,0,0,0,2,2,0,0,0,2,0,SOLUSD,M2|15m|20/50|s0.50,True
4,0,0,0,2,2,1,0,0,1,0,XRPUSD,M2|15m|20/50|s0.50,True
180,1,0,0,74,105,3,0,26,76,26,BTCUSD,M3|15m|20/50|v1.2,True
171,0,0,0,74,97,4,0,12,81,12,ETHUSD,M3|15m|20/50|v1.2,True
161,0,0,0,80,81,7,0,14,60,14,SOLUSD,M3|15m|20/50|v1.2,True
128,0,0,0,54,74,3,0,12,59,12,XRPUSD,M3|15m|20/50|v1.2,True
49,0,0,0,23,26,1,0,4,21,4,BTCUSD,M3|15m|20/50|v1.5,True
34,0,0,0,14,20,1,0,2,17,2,ETHUSD,M3|15m|20/50|v1.5,True
37,0,0,0,17,20,3,0,4,13,4,SOLUSD,M3|15m|20/50|v1.5,True
26,0,0,0,8,18,1,0,2,15,2,XRPUSD,M3|15m|20/50|v1.5,True
202,0,0,0,77,125,0,0,16,109,16,BTCUSD,M4|15m|20/50|d0.25,True
235,0,0,0,112,123,0,0,15,108,15,ETHUSD,M4|15m|20/50|d0.25,True
212,0,0,0,100,112,0,0,8,104,8,SOLUSD,M4|15m|20/50|d0.25,True
245,0,0,0,103,142,1,0,24,117,24,XRPUSD,M4|15m|20/50|d0.25,True
405,1,0,0,167,237,0,0,48,189,48,BTCUSD,M4|15m|20/50|d0.5,True
445,0,0,0,195,250,0,0,70,180,70,ETHUSD,M4|15m|20/50|d0.5,True
377,0,0,0,167,210,1,0,37,172,37,SOLUSD,M4|15m|20/50|d0.5,True
428,0,0,0,172,256,2,0,60,194,60,XRPUSD,M4|15m|20/50|d0.5,True
525,0,0,0,205,320,2,0,82,236,82,BTCUSD,M5|15m|20/50,True
525,0,0,0,215,310,3,0,84,223,84,ETHUSD,M5|15m|20/50,True
519,0,0,0,220,299,7,0,58,234,58,SOLUSD,M5|15m|20/50,True
528,0,0,0,218,310,5,0,74,231,74,XRPUSD,M5|15m|20/50,True
349,0,0,0,139,210,8,0,133,69,133,BTCUSD,M1|15m|50/200,True
356,0,0,0,124,232,21,0,114,97,114,ETHUSD,M1|15m|50/200,True
340,0,0,0,138,202,37,0,56,109,56,SOLUSD,M1|15m|50/200,True
352,0,0,0,148,204,24,0,63,117,63,XRPUSD,M1|15m|50/200,True
339,0,0,0,132,207,8,0,130,69,130,BTCUSD,M2|15m|50/200|s0.00,True
346,0,0,0,122,224,21,0,104,99,104,ETHUSD,M2|15m|50/200|s0.00,True
332,0,0,0,134,198,37,0,53,108,53,SOLUSD,M2|15m|50/200|s0.00,True
343,0,0,0,144,199,24,0,58,117,58,XRPUSD,M2|15m|50/200|s0.00,True
3,0,0,0,0,3,0,0,0,3,0,BTCUSD,M2|15m|50/200|s0.25,True
3,0,0,0,2,1,1,0,0,0,0,ETHUSD,M2|15m|50/200|s0.25,True
3,0,0,0,0,3,3,0,0,0,0,SOLUSD,M2|15m|50/200|s0.25,True
2,0,0,0,0,2,2,0,0,0,0,XRPUSD,M2|15m|50/200|s0.25,True
0,0,0,0,0,0,0,0,0,0,0,BTCUSD,M2|15m|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,ETHUSD,M2|15m|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,SOLUSD,M2|15m|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,XRPUSD,M2|15m|50/200|s0.50,True
79,0,0,0,28,51,2,0,11,38,11,BTCUSD,M3|15m|50/200|v1.2,True
66,0,0,0,24,42,5,0,6,31,6,ETHUSD,M3|15m|50/200|v1.2,True
45,0,0,0,18,27,4,0,1,22,1,SOLUSD,M3|15m|50/200|v1.2,True
68,0,0,0,33,35,2,0,2,31,2,XRPUSD,M3|15m|50/200|v1.2,True
19,0,0,0,6,13,1,0,1,11,1,BTCUSD,M3|15m|50/200|v1.5,True
16,0,0,0,5,11,3,0,1,7,1,ETHUSD,M3|15m|50/200|v1.5,True
8,0,0,0,4,4,2,0,0,2,0,SOLUSD,M3|15m|50/200|v1.5,True
13,0,0,0,3,10,0,0,1,9,1,XRPUSD,M3|15m|50/200|v1.5,True
34,0,0,0,14,20,0,0,1,19,1,BTCUSD,M4|15m|50/200|d0.25,True
38,0,0,0,8,30,0,0,1,29,1,ETHUSD,M4|15m|50/200|d0.25,True
24,0,0,0,15,9,0,0,0,9,0,SOLUSD,M4|15m|50/200|d0.25,True
28,0,0,0,10,18,0,0,1,17,1,XRPUSD,M4|15m|50/200|d0.25,True
57,0,0,0,21,36,0,0,1,35,1,BTCUSD,M4|15m|50/200|d0.5,True
61,0,0,0,16,45,0,0,1,44,1,ETHUSD,M4|15m|50/200|d0.5,True
39,0,0,0,20,19,0,0,0,19,0,SOLUSD,M4|15m|50/200|d0.5,True
51,0,0,0,22,29,0,0,2,27,2,XRPUSD,M4|15m|50/200|d0.5,True
143,0,0,0,58,85,3,0,15,67,15,BTCUSD,M5|15m|50/200,True
143,0,0,0,47,96,6,0,29,61,29,ETHUSD,M5|15m|50/200,True
140,0,0,0,59,81,12,0,3,66,3,SOLUSD,M5|15m|50/200,True
138,0,0,0,62,76,7,0,11,58,11,XRPUSD,M5|15m|50/200,True
882,1,0,0,352,529,3,0,390,136,390,BTCUSD,M1|1h|5/20,True
894,1,0,0,340,553,19,0,409,125,409,ETHUSD,M1|1h|5/20,True
834,0,0,0,328,506,27,0,322,157,322,SOLUSD,M1|1h|5/20,True
860,0,0,0,350,510,32,0,347,131,347,XRPUSD,M1|1h|5/20,True
469,1,0,0,177,291,0,0,165,126,165,BTCUSD,M2|1h|5/20|s0.00,True
502,0,0,0,188,314,17,0,180,117,180,ETHUSD,M2|1h|5/20|s0.00,True
438,0,0,0,182,256,18,0,114,124,114,SOLUSD,M2|1h|5/20|s0.00,True
504,0,0,0,206,298,21,0,162,115,162,XRPUSD,M2|1h|5/20|s0.00,True
6,0,0,0,4,2,0,0,0,2,0,BTCUSD,M2|1h|5/20|s0.25,True
4,0,0,0,2,2,2,0,0,0,0,ETHUSD,M2|1h|5/20|s0.25,True
7,0,0,0,3,4,1,0,0,3,0,SOLUSD,M2|1h|5/20|s0.25,True
2,0,0,0,1,1,0,0,0,1,0,XRPUSD,M2|1h|5/20|s0.25,True
0,0,0,0,0,0,0,0,0,0,0,BTCUSD,M2|1h|5/20|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,ETHUSD,M2|1h|5/20|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,SOLUSD,M2|1h|5/20|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,XRPUSD,M2|1h|5/20|s0.50,True
98,0,0,0,48,50,2,0,13,35,13,BTCUSD,M3|1h|5/20|v1.2,True
72,0,0,0,32,40,10,0,5,25,5,ETHUSD,M3|1h|5/20|v1.2,True
83,0,0,0,32,51,7,0,13,31,13,SOLUSD,M3|1h|5/20|v1.2,True
57,0,0,0,24,33,6,0,8,19,8,XRPUSD,M3|1h|5/20|v1.2,True
14,0,0,0,10,4,1,0,0,3,0,BTCUSD,M3|1h|5/20|v1.5,True
14,0,0,0,8,6,5,0,0,1,0,ETHUSD,M3|1h|5/20|v1.5,True
8,0,0,0,2,6,2,0,0,4,0,SOLUSD,M3|1h|5/20|v1.5,True
6,0,0,0,5,1,1,0,0,0,0,XRPUSD,M3|1h|5/20|v1.5,True
469,1,0,0,192,276,8,0,140,128,140,BTCUSD,M4|1h|5/20|d0.25,True
469,0,0,0,184,285,11,0,125,149,125,ETHUSD,M4|1h|5/20|d0.25,True
403,0,0,0,175,228,16,0,65,147,65,SOLUSD,M4|1h|5/20|d0.25,True
446,0,0,0,177,269,19,0,111,139,111,XRPUSD,M4|1h|5/20|d0.25,True
637,1,0,0,255,381,9,0,253,119,253,BTCUSD,M4|1h|5/20|d0.5,True
645,0,0,0,253,392,20,0,222,150,222,ETHUSD,M4|1h|5/20|d0.5,True
595,0,0,0,240,355,33,0,147,175,147,SOLUSD,M4|1h|5/20|d0.5,True
615,0,0,0,247,368,25,0,185,158,185,XRPUSD,M4|1h|5/20|d0.5,True
403,0,0,0,176,227,5,0,116,106,116,BTCUSD,M5|1h|5/20,True
410,0,0,0,171,239,14,0,122,103,122,ETHUSD,M5|1h|5/20,True
384,0,0,0,163,221,15,0,89,117,89,SOLUSD,M5|1h|5/20,True
392,0,0,0,174,218,8,0,104,106,104,XRPUSD,M5|1h|5/20,True
624,2,0,1,249,372,0,0,232,140,232,BTCUSD,M1|1h|9/21,True
668,2,0,0,246,420,16,0,272,132,272,ETHUSD,M1|1h|9/21,True
602,0,0,0,222,380,31,0,201,148,201,SOLUSD,M1|1h|9/21,True
606,0,0,0,234,372,22,0,225,125,225,XRPUSD,M1|1h|9/21,True
505,1,0,1,207,296,0,0,165,131,165,BTCUSD,M2|1h|9/21|s0.00,True
552,1,0,0,208,343,14,0,198,131,198,ETHUSD,M2|1h|9/21|s0.00,True
497,0,0,0,186,311,28,0,144,139,144,SOLUSD,M2|1h|9/21|s0.00,True
512,0,0,0,199,313,21,0,168,124,168,XRPUSD,M2|1h|9/21|s0.00,True
87,0,0,0,30,57,0,0,9,48,9,BTCUSD,M2|1h|9/21|s0.25,True
96,0,0,0,40,56,5,0,12,39,12,ETHUSD,M2|1h|9/21|s0.25,True
91,0,0,0,32,59,11,0,2,46,2,SOLUSD,M2|1h|9/21|s0.25,True
89,0,0,0,41,48,4,0,4,40,4,XRPUSD,M2|1h|9/21|s0.25,True
3,0,0,0,2,1,0,0,0,1,0,BTCUSD,M2|1h|9/21|s0.50,True
3,0,0,0,2,1,1,0,0,0,0,ETHUSD,M2|1h|9/21|s0.50,True
3,0,0,0,3,0,0,0,0,0,0,SOLUSD,M2|1h|9/21|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,XRPUSD,M2|1h|9/21|s0.50,True
71,0,0,0,35,36,0,0,6,30,6,BTCUSD,M3|1h|9/21|v1.2,True
57,0,0,0,22,35,9,0,8,18,8,ETHUSD,M3|1h|9/21|v1.2,True
57,0,0,0,16,41,6,0,11,24,11,SOLUSD,M3|1h|9/21|v1.2,True
51,0,0,0,25,26,4,0,5,17,5,XRPUSD,M3|1h|9/21|v1.2,True
12,0,0,0,7,5,0,0,0,5,0,BTCUSD,M3|1h|9/21|v1.5,True
13,0,0,0,6,7,5,0,0,2,0,ETHUSD,M3|1h|9/21|v1.5,True
5,0,0,0,1,4,2,0,0,2,0,SOLUSD,M3|1h|9/21|v1.5,True
5,0,0,0,3,2,1,0,0,1,0,XRPUSD,M3|1h|9/21|v1.5,True
230,0,0,0,91,139,0,0,41,98,41,BTCUSD,M4|1h|9/21|d0.25,True
238,0,0,0,91,147,7,0,36,104,36,ETHUSD,M4|1h|9/21|d0.25,True
208,0,0,0,90,118,5,0,18,95,18,SOLUSD,M4|1h|9/21|d0.25,True
232,0,0,0,89,143,4,0,43,96,43,XRPUSD,M4|1h|9/21|d0.25,True
388,0,0,0,161,227,1,0,87,139,87,BTCUSD,M4|1h|9/21|d0.5,True
408,0,0,0,156,252,9,0,120,123,120,ETHUSD,M4|1h|9/21|d0.5,True
334,0,0,0,140,194,10,0,44,140,44,SOLUSD,M4|1h|9/21|d0.5,True
375,0,0,0,135,240,13,0,90,137,90,XRPUSD,M4|1h|9/21|d0.5,True
280,0,0,0,124,156,2,0,60,94,60,BTCUSD,M5|1h|9/21,True
300,0,0,0,124,176,9,0,77,90,77,ETHUSD,M5|1h|9/21,True
271,0,0,0,109,162,9,0,45,108,45,SOLUSD,M5|1h|9/21,True
273,0,0,0,116,157,5,0,54,98,54,XRPUSD,M5|1h|9/21,True
487,0,0,0,191,296,3,0,166,127,166,BTCUSD,M1|1h|12/26,True
500,0,0,0,188,312,16,0,192,104,192,ETHUSD,M1|1h|12/26,True
478,0,0,0,176,302,31,0,135,136,135,SOLUSD,M1|1h|12/26,True
498,0,0,0,202,296,24,0,150,122,150,XRPUSD,M1|1h|12/26,True
420,0,0,0,165,255,3,0,134,118,134,BTCUSD,M2|1h|12/26|s0.00,True
436,0,0,0,166,270,16,0,144,110,144,ETHUSD,M2|1h|12/26|s0.00,True
416,0,0,0,160,256,30,0,93,133,93,SOLUSD,M2|1h|12/26|s0.00,True
446,0,0,0,180,266,24,0,124,118,124,XRPUSD,M2|1h|12/26|s0.00,True
131,0,0,0,51,80,2,0,17,61,17,BTCUSD,M2|1h|12/26|s0.25,True
114,0,0,0,46,68,8,0,14,46,14,ETHUSD,M2|1h|12/26|s0.25,True
151,0,0,0,52,99,19,0,12,68,12,SOLUSD,M2|1h|12/26|s0.25,True
119,0,0,0,51,68,11,0,12,45,12,XRPUSD,M2|1h|12/26|s0.25,True
7,0,0,0,2,5,0,0,0,5,0,BTCUSD,M2|1h|12/26|s0.50,True
6,0,0,0,5,1,0,0,0,1,0,ETHUSD,M2|1h|12/26|s0.50,True
3,0,0,0,3,0,0,0,0,0,0,SOLUSD,M2|1h|12/26|s0.50,True
4,0,0,0,2,2,1,0,0,1,0,XRPUSD,M2|1h|12/26|s0.50,True
56,0,0,0,22,34,3,0,7,24,7,BTCUSD,M3|1h|12/26|v1.2,True
53,0,0,0,23,30,6,0,5,19,5,ETHUSD,M3|1h|12/26|v1.2,True
49,0,0,0,17,32,12,0,4,16,4,SOLUSD,M3|1h|12/26|v1.2,True
34,0,0,0,11,23,7,0,2,14,2,XRPUSD,M3|1h|12/26|v1.2,True
9,0,0,0,4,5,1,0,0,4,0,BTCUSD,M3|1h|12/26|v1.5,True
11,0,0,0,7,4,3,0,0,1,0,ETHUSD,M3|1h|12/26|v1.5,True
3,0,0,0,1,2,1,0,0,1,0,SOLUSD,M3|1h|12/26|v1.5,True
5,0,0,0,3,2,1,0,0,1,0,XRPUSD,M3|1h|12/26|v1.5,True
145,0,0,0,61,84,0,0,21,63,21,BTCUSD,M4|1h|12/26|d0.25,True
132,0,0,0,55,77,2,0,15,60,15,ETHUSD,M4|1h|12/26|d0.25,True
132,0,0,0,58,74,3,0,8,63,8,SOLUSD,M4|1h|12/26|d0.25,True
163,0,0,0,65,98,3,0,19,76,19,XRPUSD,M4|1h|12/26|d0.25,True
246,0,0,0,97,149,0,0,51,98,51,BTCUSD,M4|1h|12/26|d0.5,True
238,0,0,0,95,143,5,0,35,103,35,ETHUSD,M4|1h|12/26|d0.5,True
238,0,0,0,97,141,5,0,35,101,35,SOLUSD,M4|1h|12/26|d0.5,True
280,0,0,0,104,176,11,0,61,104,61,XRPUSD,M4|1h|12/26|d0.5,True
219,0,0,0,95,124,1,0,37,86,37,BTCUSD,M5|1h|12/26,True
220,0,0,0,93,127,7,0,45,75,45,ETHUSD,M5|1h|12/26,True
213,0,0,0,86,127,11,0,26,90,26,SOLUSD,M5|1h|12/26,True
223,0,0,0,100,123,6,0,39,78,39,XRPUSD,M5|1h|12/26,True
277,0,0,0,103,174,7,0,115,52,115,BTCUSD,M1|1h|20/50,True
295,0,0,0,111,184,21,0,85,78,85,ETHUSD,M1|1h|20/50,True
262,0,0,0,108,154,37,0,45,72,45,SOLUSD,M1|1h|20/50,True
287,0,0,0,121,166,26,0,79,61,79,XRPUSD,M1|1h|20/50,True
259,0,0,0,95,164,7,0,106,51,106,BTCUSD,M2|1h|20/50|s0.00,True
270,0,0,0,104,166,21,0,63,82,63,ETHUSD,M2|1h|20/50|s0.00,True
252,0,0,0,104,148,36,0,42,70,42,SOLUSD,M2|1h|20/50|s0.00,True
266,0,0,0,112,154,26,0,67,61,67,XRPUSD,M2|1h|20/50|s0.00,True
68,0,0,0,23,45,5,0,19,21,19,BTCUSD,M2|1h|20/50|s0.25,True
65,0,0,0,26,39,14,0,3,22,3,ETHUSD,M2|1h|20/50|s0.25,True
73,0,0,0,27,46,20,0,5,21,5,SOLUSD,M2|1h|20/50|s0.25,True
76,0,0,0,34,42,15,0,5,22,5,XRPUSD,M2|1h|20/50|s0.25,True
3,0,0,0,0,3,1,0,0,2,0,BTCUSD,M2|1h|20/50|s0.50,True
6,0,0,0,2,4,4,0,0,0,0,ETHUSD,M2|1h|20/50|s0.50,True
2,0,0,0,0,2,2,0,0,0,0,SOLUSD,M2|1h|20/50|s0.50,True
3,0,0,0,2,1,1,0,0,0,0,XRPUSD,M2|1h|20/50|s0.50,True
34,0,0,0,15,19,0,0,0,19,0,BTCUSD,M3|1h|20/50|v1.2,True
30,0,0,0,11,19,4,0,2,13,2,ETHUSD,M3|1h|20/50|v1.2,True
18,0,0,0,4,14,7,0,0,7,0,SOLUSD,M3|1h|20/50|v1.2,True
31,0,0,0,9,22,11,0,1,10,1,XRPUSD,M3|1h|20/50|v1.2,True
5,0,0,0,2,3,0,0,0,3,0,BTCUSD,M3|1h|20/50|v1.5,True
5,0,0,0,2,3,3,0,0,0,0,ETHUSD,M3|1h|20/50|v1.5,True
2,0,0,0,2,0,0,0,0,0,0,SOLUSD,M3|1h|20/50|v1.5,True
4,0,0,0,1,3,2,0,0,1,0,XRPUSD,M3|1h|20/50|v1.5,True
51,0,0,0,17,34,0,0,1,33,1,BTCUSD,M4|1h|20/50|d0.25,True
56,0,0,0,18,38,0,0,3,35,3,ETHUSD,M4|1h|20/50|d0.25,True
49,0,0,0,21,28,3,0,1,24,1,SOLUSD,M4|1h|20/50|d0.25,True
59,0,0,0,26,33,2,0,2,29,2,XRPUSD,M4|1h|20/50|d0.25,True
98,0,0,0,34,64,0,0,11,53,11,BTCUSD,M4|1h|20/50|d0.5,True
101,0,0,0,34,67,3,0,10,54,10,ETHUSD,M4|1h|20/50|d0.5,True
95,0,0,0,43,52,4,0,8,40,8,SOLUSD,M4|1h|20/50|d0.5,True
110,0,0,0,43,67,5,0,9,53,9,XRPUSD,M4|1h|20/50|d0.5,True
120,0,0,0,51,69,1,0,10,58,10,BTCUSD,M5|1h|20/50,True
129,0,0,0,53,76,9,0,15,52,15,ETHUSD,M5|1h|20/50,True
116,0,0,0,51,65,15,0,6,44,6,SOLUSD,M5|1h|20/50,True
128,0,0,0,60,68,10,0,16,42,16,XRPUSD,M5|1h|20/50,True
88,0,0,0,40,48,8,0,10,30,10,BTCUSD,M1|1h|50/200,True
92,0,0,0,40,52,20,0,5,27,5,ETHUSD,M1|1h|50/200,True
83,0,0,0,33,50,25,0,2,23,2,SOLUSD,M1|1h|50/200,True
84,0,0,0,30,54,27,0,9,18,9,XRPUSD,M1|1h|50/200,True
86,0,0,0,38,48,8,0,10,30,10,BTCUSD,M2|1h|50/200|s0.00,True
90,0,0,0,40,50,20,0,5,25,5,ETHUSD,M2|1h|50/200|s0.00,True
82,0,0,0,33,49,25,0,2,22,2,SOLUSD,M2|1h|50/200|s0.00,True
82,0,0,0,30,52,27,0,7,18,7,XRPUSD,M2|1h|50/200|s0.00,True
2,0,0,0,0,2,1,0,0,1,0,BTCUSD,M2|1h|50/200|s0.25,True
1,0,0,0,0,1,1,0,0,0,0,ETHUSD,M2|1h|50/200|s0.25,True
4,0,0,0,2,2,2,0,0,0,0,SOLUSD,M2|1h|50/200|s0.25,True
3,0,0,0,0,3,3,0,0,0,0,XRPUSD,M2|1h|50/200|s0.25,True
0,0,0,0,0,0,0,0,0,0,0,BTCUSD,M2|1h|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,ETHUSD,M2|1h|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,SOLUSD,M2|1h|50/200|s0.50,True
0,0,0,0,0,0,0,0,0,0,0,XRPUSD,M2|1h|50/200|s0.50,True
10,0,0,0,6,4,1,0,0,3,0,BTCUSD,M3|1h|50/200|v1.2,True
11,0,0,0,3,8,5,0,0,3,0,ETHUSD,M3|1h|50/200|v1.2,True
8,0,0,0,1,7,4,0,0,3,0,SOLUSD,M3|1h|50/200|v1.2,True
13,0,0,0,3,10,8,0,0,2,0,XRPUSD,M3|1h|50/200|v1.2,True
4,0,0,0,2,2,1,0,0,1,0,BTCUSD,M3|1h|50/200|v1.5,True
1,0,0,0,0,1,1,0,0,0,0,ETHUSD,M3|1h|50/200|v1.5,True
1,0,0,0,0,1,1,0,0,0,0,SOLUSD,M3|1h|50/200|v1.5,True
3,0,0,0,0,3,3,0,0,0,0,XRPUSD,M3|1h|50/200|v1.5,True
7,0,0,0,4,3,0,0,0,3,0,BTCUSD,M4|1h|50/200|d0.25,True
5,0,0,0,2,3,0,0,0,3,0,ETHUSD,M4|1h|50/200|d0.25,True
14,0,0,0,6,8,0,0,0,8,0,SOLUSD,M4|1h|50/200|d0.25,True
6,0,0,0,0,6,0,0,1,5,1,XRPUSD,M4|1h|50/200|d0.25,True
16,0,0,0,9,7,0,0,0,7,0,BTCUSD,M4|1h|50/200|d0.5,True
13,0,0,0,7,6,0,0,0,6,0,ETHUSD,M4|1h|50/200|d0.5,True
17,0,0,0,7,10,0,0,0,10,0,SOLUSD,M4|1h|50/200|d0.5,True
10,0,0,0,2,8,0,0,1,7,1,XRPUSD,M4|1h|50/200|d0.5,True
36,0,0,0,18,18,4,0,0,14,0,BTCUSD,M5|1h|50/200,True
36,0,0,0,17,19,7,0,1,11,1,ETHUSD,M5|1h|50/200,True
36,0,0,0,14,22,12,0,1,9,1,SOLUSD,M5|1h|50/200,True
33,0,0,0,14,19,8,0,1,10,1,XRPUSD,M5|1h|50/200,True
