candidate_id,mechanism,exec_tf,pair,variant,trades,gross_expectancy,fee_drag,slippage_drag,funding_drag,net_expectancy,gross_total_R,net_total_R,win_rate,wins,losses,longs,shorts,median_net_R,avg_stop_pct,median_stop_pct,median_stop_bps,cost_per_R,pct_target,pct_stop,unresolved_at_boundary,effective_n,profit_factor,max_dd_R,t_gross,t_net,net_ci_low,net_ci_high,ca_trades,cb_trades,excess_vs_ca,excess_vs_cb,setups_detected,rejected_warmup,rejected_stop_invalid,rejected_no_entry_bar,rejected_outside_split,eligible_setups,skipped_stop,skipped_size,rejected_position_open,trades_entered,reconciled,cb_net,cb_gross,cb_stop,cb_seed_sd,cb_min,cb_max,ca_net,ca_gross,cb_cost,ca_cost,excess_gross_cb,excess_gross_ca
M3|5m|20/50|v1.5,M3,5,20/50,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",149,0.1879194630872483,-0.1049016178868431,-0.0355598704701163,0.0002775859004267,0.0477355606307155,28.0,7.112598533976623,0.3959731543624161,59.0,90.0,73.0,76.0,-1.0517337472065056,1.810802074280505,1.543321299638981,154.3321299638981,0.1401839024565327,39.59731543624161,60.40268456375839,0.0,124.9,1.07,20.71,1.311,0.342,-0.2048,0.2886,774,678,0.5978110722980615,0.2163339936802817,308,0,0,0,141,167,7,0,11,149,True,-0.16859843304956612,0.07228395494467448,1.5766701354587336,0.21579072177701863,-0.3499217958493186,0.1489004674942297,-0.5500755116673459,0.12752763365666592,0.2408823879942406,0.6776031453240119,0.11563550814257383,0.06039182943058238
M4|5m|20/50|d0.25,M4,5,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",1561,0.0089686098654709,-0.564114948758059,-0.191225406358664,-0.0007029191044901,-0.7470746643557423,14.000000000000114,-1166.1835510593137,0.3151825752722613,492.0,1069.0,769.0,792.0,-1.2976040301329572,0.4430132963625676,0.3165201295696425,31.652012956964256,0.7560432742212133,33.6322869955157,66.3677130044843,0.0,1386.5,0.376,1162.57,0.25,-13.786,-0.849,-0.649,7559,6816,-0.1774247136517073,0.5633376742581703,2926,0,0,0,1203,1723,0,0,162,1561,True,-1.3104123386139126,0.06745908663098507,0.32310303365971704,0.3491522702473663,-1.6510026501759425,-0.8405260268168298,-0.569649950704035,0.05816559484179582,1.3778714252448976,0.6278155455458309,-0.05849047676551417,-0.04919698497632492
M4|5m|20/50|d0.5,M4,5,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",2466,0.0437956204379562,-0.5388806500439366,-0.1826714067945548,-0.0001053821148322,-0.6778618185153673,108.00000000000011,-1671.6072444588958,0.3268450932684509,806.0,1660.0,1238.0,1228.0,-1.251914138419721,0.4965518447107675,0.3486142656481586,34.861426564815865,0.7216574389533236,34.79318734793188,65.20681265206812,0.0,1904.2,0.413,1670.2,1.306,-12.932,-0.7656,-0.5828,12055,9900,-0.0854955174187297,0.5841286151320617,5109,0,0,0,2098,3011,1,0,544,2466,True,-1.261990433647429,0.03371864988424592,0.35970461903049383,0.1841494015193996,-1.5450560470233912,-1.0585049381478402,-0.5923663010966376,0.03780981766469968,1.295709083531675,0.6301761187613373,0.010076970553710277,0.00598580277325652
M5|5m|20/50,M5,5,20/50,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 60, ""regime_tf_name"": ""1h""}",2758,0.037708484408992,-0.2271315073271298,-0.0769937312973321,-0.0010048205688865,-0.2674215747843564,104.0,-737.5487032552551,0.345540246555475,953.0,1805.0,1337.0,1421.0,-1.1517818088397107,0.8058168144000556,0.6534194678937719,65.34194678937719,0.3051300591933484,34.59028281363307,65.40971718636693,0.0,1986.9,0.687,736.85,1.288,-8.141,-0.3198,-0.2096,15485,9718,2.7639188675926363,0.2638301867609605,6409,0,0,0,2655,3754,4,0,992,2758,True,-0.531251761545317,0.017943155663464903,0.6647818445785929,0.030838193986803927,-0.5742353950396623,-0.4970425205506,-3.031340442376993,0.03674874620382299,0.5491949172087819,3.068089188580816,0.019765328745527097,0.0009597382051690084
M1|5m|50/200,M1,5,50/200,{},1296,0.0810185185185185,-0.251895256483686,-0.0853882225368427,-0.0008800679214497,-0.25714502842346,105.0,-333.2599568368042,0.3526234567901234,457.0,839.0,641.0,655.0,-1.0818161896023053,1.3078651058430144,1.0060674149338666,100.60674149338666,0.3381635469419785,36.03395061728395,63.96604938271605,0.0,1273.4,0.708,343.62,2.257,-4.845,-0.3688,-0.1636,8352,4643,1.3937511833987046,0.2948734776487162,4225,1,0,0,1708,2516,44,0,1176,1296,True,-0.5520185060721762,0.027248262743445655,1.0284664830119417,0.15148728180073726,-0.7238412024724151,-0.35129141325104474,-1.6508962118221646,0.06073621183804891,0.5792667688156218,1.7116324236602136,0.05377025577507285,0.02028230668046959
M2|5m|50/200|s0.00,M2,5,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1285,0.0739299610894941,-0.2527151591544335,-0.0856661556455707,-0.0007583399725501,-0.2652096936830602,95.0,-340.79445638273233,0.3501945525291828,450.0,835.0,637.0,648.0,-1.0820962524890485,1.310542859590639,1.0072863987223837,100.72863987223838,0.3391396547725543,35.797665369649806,64.2023346303502,0.0,1258.6,0.7,349.39,2.065,-5.179,-0.367,-0.1697,8281,4531,1.3816410517648212,0.2437160369710603,4090,1,0,0,1654,2435,44,0,1106,1285,True,-0.5089257306541205,0.04939747829425801,1.034536973171304,0.2556795298959621,-0.8421177990759754,-0.26034263424348514,-1.6468507454478813,0.060404434740788014,0.5583232089483785,1.7072551801886693,0.024532482795236087,0.013525526348706081
M2|5m|50/200|s0.25,M2,5,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",12,0.25,-0.0833166023325614,-0.028242916044936,-0.0053842960968767,0.1330561855256257,3.0,1.5966742263075089,0.4166666666666667,5.0,7.0,7.0,5.0,-1.0538706537160452,1.9143353347534364,1.957119244496569,195.7119244496569,0.1169438144743742,41.66666666666667,58.333333333333336,0.0,12.0,1.206,3.26,,,,,64,57,3.1749502011992443,0.3291406713815653,30,0,0,0,16,14,1,0,1,12,True,-0.19608448585593957,0.10454545454545457,1.9480004756054028,0.11158460801750063,-0.3506169005046534,-0.07025428296934054,-3.0418940156736185,0.3153846153846153,0.3006299404013941,3.3572786310582337,0.14545454545454545,-0.06538461538461532
M2|5m|50/200|s0.50,M2,5,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,
M3|5m|50/200|v1.2,M3,5,50/200,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",258,0.1162790697674418,-0.1414642044096355,-0.0479539675964866,-0.0006977392286166,-0.0738368414672969,30.0,-19.049905098562625,0.3682170542635659,95.0,163.0,111.0,147.0,-1.0670046972709768,1.6236050269398692,1.4822718164113724,148.22718164113724,0.1901159112347388,37.2093023255814,62.7906976744186,0.0,247.6,0.902,30.59,1.7,-1.091,-0.2085,0.0499,1383,1141,1.036530157294422,0.2647372719324715,567,0,0,0,251,316,12,0,46,258,True,-0.3385741133997685,0.08684800834396526,1.5033378724158066,0.2158799022466296,-0.635902960115075,-0.04347879276802886,-1.110366998761719,0.09488964526854533,0.4254221217437338,1.2052566440302643,0.02943106142347654,0.02138942449889647
M3|5m|50/200|v1.5,M3,5,50/200,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",72,0.375,-0.083471553644998,-0.0282954419135586,-0.0034866350992974,0.2597463693421458,27.0,18.7017385926345,0.4583333333333333,33.0,39.0,36.0,36.0,-1.0361378599245905,2.192911309410987,2.0323756362923504,203.237563629235,0.1152536306578541,45.83333333333333,54.16666666666666,0.0,67.7,1.44,8.12,2.33,1.748,-0.0168,0.5277,386,345,0.4962253345934406,1.325975671234755,162,0,0,0,77,85,8,0,5,72,True,-1.0662293018926092,-0.01604676653270004,1.9929161747343467,1.7944245088976558,-4.2695954962111555,-0.10427328089681179,-0.23647896525129486,0.3118884493884494,1.0501825353599092,0.5483674146397443,0.39104676653270004,0.0631115506115506
M4|5m|50/200|d0.25,M4,5,50/200,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",218,0.018348623853211,-0.9507918034765704,-0.3223023062632441,-0.0012570976013247,-1.256002583487928,4.0,-273.8085632003683,0.2706422018348624,59.0,159.0,113.0,105.0,-1.4704218135654856,0.2948500105782065,0.2120574149684926,21.205741496849264,1.2743512073411392,33.94495412844037,66.05504587155964,0.0,199.3,0.206,275.65,0.189,-6.667,-1.6242,-0.9156,1064,1058,-0.3465549595022165,1.0284411387935746,386,0,0,0,162,224,0,0,6,218,True,-2.2844437222815026,0.0551293670848507,0.2114343463902062,0.7062822828564401,-3.006783733677822,-1.5741313752884345,-0.9094476239857116,-0.027398732569630813,2.339573089366353,0.8820488914160808,-0.0367807432316397,0.04574735642284181
M4|5m|50/200|d0.5,M4,5,50/200,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",373,0.0857908847184986,-0.8646880065287493,-0.2931145784843217,-0.0014853932352013,-1.0734970935297738,32.0,-400.4144158866056,0.3029490616621983,113.0,260.0,191.0,182.0,-1.3941385067873238,0.3648985262877787,0.2237498315136767,22.37498315136768,1.1592879782482726,36.193029490616624,63.806970509383376,0.0,292.6,0.271,399.76,1.172,-6.609,-1.3767,-0.8081,1810,1813,-0.2529899013349025,0.8580080504170315,703,0,0,0,299,404,0,0,31,373,True,-1.9315051439468054,0.01079140982877384,0.2282124953538745,0.4879430597770623,-2.5038057149797504,-1.3905319664784443,-0.8205071921948713,-0.008772515858001647,1.9422965537755792,0.8117346763368697,0.07499947488972476,0.09456340057650026
M5|5m|50/200,M5,5,50/200,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 60, ""regime_tf_name"": ""1h""}",788,0.0621827411167512,-0.2239144791642192,-0.0759032132760065,-0.0030199219432818,-0.2406548732667562,49.0,-189.63604013420397,0.3489847715736041,275.0,513.0,351.0,437.0,-1.0991921158580724,1.1281024837136306,0.8884586833678269,88.84586833678269,0.3028376143835075,35.40609137055837,64.59390862944161,0.0,599.1,0.716,193.92,1.131,-4.049,-0.3358,-0.1335,4236,3263,1.376925911546425,0.3611920899806736,1607,0,0,0,652,955,14,0,153,788,True,-0.6018469632474299,0.06837080695766698,0.904010231338485,0.21753366202874577,-0.8029979285809856,-0.32858305101179086,-1.6175807848131811,0.10835679376050615,0.6702177702050969,1.7259375785736872,-0.006188065840915781,-0.04617405264375495
M1|15m|5/20,M1,15,5/20,{},1966,0.034587995930824,-0.1088154102475336,-0.0368865797449266,0.0001394406561196,-0.1109745534055165,68.0,-218.1759719952456,0.3448626653102746,678.0,1288.0,1004.0,962.0,-1.0906233300955326,1.4279331186979616,1.2350212591086158,123.50212591086158,0.1455625493363406,34.48626653102747,65.51373346897253,0.0,1264.5,0.852,226.88,0.842,-2.62,-0.1796,-0.0473,13503,5586,1.2203471690370655,0.0979421808767363,14443,8,0,0,5812,8623,27,0,6630,1966,True,-0.20891673428225294,0.027525110759324865,1.2877275945674818,0.0698873524201061,-0.30213294209494346,-0.12512059919032373,-1.3313217224425824,0.035283856478116896,0.2364418450415778,1.3666055789206992,0.007062885171499132,-0.000695860547292898
M2|15m|5/20|s0.00,M2,15,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1767,-0.030560271646859,-0.1179709794006946,-0.03999016250871,5.709979869022434e-05,-0.1884643137575736,-54.0,-333.0164424096326,0.3231465761177136,571.0,1196.0,875.0,892.0,-1.101890207253886,1.335130123982225,1.168503013221257,116.8503013221257,0.1579040421107145,32.314657611771366,67.68534238822863,0.0,1413.2,0.76,336.5,-0.83,-4.932,-0.2534,-0.1237,10867,5368,1.0779582290143506,-0.025968010266446,7535,4,0,0,2987,4544,22,0,2755,1767,True,-0.1624963034911276,0.054994520257904266,1.2132743856526622,0.052346925238524064,-0.22441527475188,-0.07914578396959283,-1.2664225427719242,0.02606991384860986,0.21749082374903186,1.292492456620534,-0.08555479190476327,-0.05663018549546886
M2|15m|5/20|s0.25,M2,15,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",25,0.44,-0.0606735824015914,-0.020567316068336,0.0103452198928029,0.3691043214228754,11.0,9.227608035571889,0.48,12.0,13.0,14.0,11.0,-1.0319766748516968,2.302735869793004,2.0814536274369537,208.14536274369536,0.0708956785771245,48.0,52.0,0.0,23.0,1.648,3.33,1.997,1.592,-0.0218,0.8437,128,121,2.2809692295395703,0.4544370474040952,49,0,0,0,21,28,3,0,0,25,True,-0.08533272598121974,0.029727272727272713,2.1117452292818752,0.45345517196252133,-0.5195407509698238,0.5383831749776652,-1.9118649081166947,0.07435897435897436,0.11505999870849246,1.986223882475669,0.4102727272727273,0.36564102564102563
M2|15m|5/20|s0.50,M2,15,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,4,0,0,0,2,2,2,0,0,0,True,,,,,,,-2.4023731696173973,-1.0,,1.4023731696173973,,
M3|15m|5/20|v1.2,M3,15,5/20,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",529,0.0888468809073724,-0.0930926774602108,-0.0315568398170206,-0.0030159175263287,-0.0388185538961878,47.0,-20.535015011083388,0.3629489603024575,192.0,337.0,270.0,259.0,-1.0685646758626837,1.688428164857195,1.492665837459153,149.2665837459153,0.1276654348035602,36.29489603024575,63.70510396975425,0.0,401.5,0.946,51.42,1.297,-0.56,-0.1537,0.0809,2971,2033,1.4826729001623786,0.1107485289123464,1351,0,0,0,601,750,7,0,214,529,True,-0.1495670828085343,0.06709454608153012,1.5067966145165332,0.12303806418940334,-0.30286876192253753,-0.016218101406670394,-1.5214914540585665,0.016628106625480484,0.21666162889006443,1.538119560684047,0.02175233482584228,0.07221877428189191
M3|15m|5/20|v1.5,M3,15,5/20,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",104,0.3557692307692308,-0.0716873689172949,-0.0243008030228118,-0.0054717314303778,0.2543093273987461,37.0,26.4481700494696,0.4519230769230769,47.0,57.0,43.0,61.0,-1.0351830807699645,2.210373728495441,2.056605732987746,205.66057329877455,0.1014599033704846,45.19230769230769,54.80769230769232,0.0,80.6,1.42,5.28,3.016,2.155,0.0527,0.4562,569,465,2.099075917960225,0.3724348696524011,236,0,0,0,106,130,6,0,20,104,True,-0.11812554225365504,0.07740591070646088,2.080154934670613,0.0958438079867709,-0.23069821697758244,0.03051830174356401,-1.8447665905614792,0.16897389289797302,0.19553145296011593,2.0137404834594523,0.27836332006276987,0.18679533787125777
M4|15m|5/20|d0.25,M4,15,5/20,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",2050,0.0317073170731707,-0.162015193138886,-0.0549204044538596,5.190759951289936e-05,-0.185176372920062,65.0,-379.6115644861271,0.3439024390243902,705.0,1345.0,1036.0,1014.0,-1.112153449377468,1.1046660967267996,0.8968836054080536,89.68836054080536,0.2168836899932327,34.390243902439025,65.60975609756098,0.0,1696.2,0.769,388.47,0.888,-4.924,-0.2536,-0.1217,11573,6127,0.0692513485610593,0.1101626880928583,7142,3,0,1,2940,4198,45,0,2103,2050,True,-0.29533906101292035,0.059407568173382566,0.9538601875272769,0.09765211861114023,-0.4513422650846308,-0.19595669738764696,-0.25442772148112136,0.04827713547324285,0.3547466291863029,0.3027048569543642,-0.02770025110021187,-0.016569818400072156
M4|15m|5/20|d0.5,M4,15,5/20,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",2110,0.0436018957345971,-0.140138680103739,-0.0475046373233013,0.0005721367595744,-0.1434692849328688,92.0,-302.7201912083532,0.347867298578199,734.0,1376.0,1077.0,1033.0,-1.0925935287238642,1.301413919996025,1.0913742830518125,109.13742830518125,0.1870711806674659,34.78672985781991,65.2132701421801,0.0,1790.1,0.815,313.96,1.331,-4.359,-0.1991,-0.0823,13181,5944,0.3412753989140635,0.1269672561118779,10185,5,0,1,4114,6065,56,0,3899,2110,True,-0.2704365410447468,0.061098770457886906,1.1466942148760368,0.15975937285757144,-0.5391541489669421,-0.15545619189439114,-0.4847446838469323,0.016891403414098435,0.3315353115026337,0.5016360872610307,-0.017496874723289806,0.026710492320498665
M5|15m|5/20,M5,15,5/20,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 240, ""regime_tf_name"": ""4h""}",1874,0.051760939167556,-0.1208234330644324,-0.0409570959540448,-0.0020085412012396,-0.112028131052161,97.0,-209.9407175917497,0.3505869797225187,657.0,1217.0,849.0,1025.0,-1.0953597750180029,1.306550011876383,1.137736411496509,113.77364114965089,0.163789070219717,35.05869797225187,64.94130202774814,0.0,1167.7,0.852,211.12,1.271,-2.839,-0.1729,-0.0526,10939,5520,1.2182192634494515,0.1022420698235586,7046,0,0,0,2875,4171,31,0,2266,1874,True,-0.21427020087571963,0.034045512669639746,1.1716362245600054,0.08607338711835869,-0.34587015909786334,-0.14165437050504862,-1.3302473945016124,0.04460636244304676,0.24831571354535936,1.3748537569446593,0.017715426497916256,0.00715457672450924
M1|15m|9/21,M1,15,9/21,{},1891,0.0502379693283976,-0.1159381436751384,-0.0393010656525893,4.069863926924992e-05,-0.1049605413600608,95.0,-198.480383711875,0.3500793231094659,662.0,1229.0,955.0,936.0,-1.0904895116367803,1.388858688035551,1.1882455098030165,118.82455098030164,0.1551985106884585,35.007932310946586,64.99206768905341,0.0,1221.1,0.86,220.65,1.258,-2.581,-0.1684,-0.0395,13187,5366,1.2978010563713342,0.1336162149654665,10363,7,0,0,4232,6124,25,0,4208,1891,True,-0.23857675632552738,0.04597020214192231,1.256901238504488,0.13263737257072103,-0.46671027481253596,-0.1445251344335749,-1.402761597731395,0.050117351200250314,0.2845469584674497,1.4528789489316454,0.004267767186475292,0.00012061812814728734
M2|15m|9/21|s0.00,M2,15,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1846,0.066088840736728,-0.1164608024652413,-0.0394782381238106,0.0001704136716629,-0.0896797861806609,122.0,-165.54888528950016,0.3553629469122427,656.0,1190.0,924.0,922.0,-1.0904573171832983,1.3741494816531068,1.1798809816206417,117.98809816206416,0.155768626917389,35.53629469122427,64.46370530877573,0.0,1260.9,0.88,185.72,1.704,-2.211,-0.156,-0.027,12520,5355,1.353899347013204,0.2409784516698587,8429,7,0,0,3452,4970,23,0,3101,1846,True,-0.33065823785051973,0.026417471261150342,1.236164104894445,0.14595686541922748,-0.5715414929398546,-0.18233531318313026,-1.4435791331938652,0.044173970823632,0.3570757091116701,1.4877531040174972,0.03967136947557765,0.02191486991309599
M2|15m|9/21|s0.25,M2,15,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",710,0.0605633802816901,-0.124140859358582,-0.0420816472401972,0.000689389566608,-0.1049697367504811,42.99999999999998,-74.52851309284162,0.3535211267605633,251.0,459.0,348.0,362.0,-1.0917013180334605,1.3518734321479808,1.1332564975285495,113.32564975285494,0.1655331170321712,35.352112676056336,64.64788732394366,0.0,556.8,0.86,92.97,0.962,-1.649,-0.2165,0.0064,3868,2817,1.5273208174311743,0.0417671012961964,1477,3,0,0,596,878,10,0,158,710,True,-0.1467368380466776,0.08125634132216444,1.1792228604777832,0.07460773389735896,-0.22253570684350774,-0.02751499011293713,-1.6322905541816557,0.06838807058215483,0.22799317936884203,1.7006786247638106,-0.020692961040474342,-0.007824690300464732
M2|15m|9/21|s0.50,M2,15,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",18,0.1666666666666666,-0.0565801703278944,-0.0191797187552184,0.0104652372074979,0.1013720147910518,3.0,1.824696266238933,0.3888888888888889,7.0,11.0,7.0,11.0,-1.0298892601407428,2.4349271274743614,2.589693415818256,258.96934158182563,0.0652946518756148,38.88888888888889,61.11111111111112,0.0,18.0,1.155,7.92,,,,,93,89,0.5959771496756353,0.3420386275216795,36,0,0,0,15,21,3,0,0,18,True,-0.24066661273062767,-0.05490196078431372,2.626104421556162,0.2155221696382507,-0.5261749856258464,0.02791830589208249,-0.49460513488458346,-0.12456140350877194,0.18576465194631395,0.37004373137581154,0.22156862745098033,0.29122807017543856
M3|15m|9/21|v1.2,M3,15,9/21,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",435,0.0758620689655172,-0.0923332956085649,-0.0312994222401915,-0.0028141170493961,-0.0505847659326354,32.999999999999986,-22.0043731806964,0.3586206896551724,156.0,279.0,196.0,239.0,-1.0728303495440727,1.7170184112592444,1.5273058634779446,152.73058634779446,0.1264468348981526,35.86206896551724,64.13793103448275,0.0,321.1,0.93,42.48,0.969,-0.644,-0.1795,0.0867,2436,1783,1.5241228017852049,0.073906124345381,1068,0,0,0,467,601,9,0,157,435,True,-0.12449089027801641,0.0691557293532522,1.5790979381480572,0.06105165016321285,-0.2248737428837853,-0.08360770709910287,-1.5747075677178402,0.012272080379725474,0.1936466196312686,1.5869796480975655,0.006706339612264994,0.06358998858579172
M3|15m|9/21|v1.5,M3,15,9/21,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",86,0.2558139534883721,-0.0637253624800295,-0.0216018177898405,-0.0080695691431366,0.1624172040753652,22.0,13.967879550481411,0.4186046511627907,36.0,50.0,37.0,49.0,-1.042165933104962,2.4637667790593967,2.252613893835795,225.26138938357948,0.0933967494130067,41.86046511627907,58.13953488372093,0.0,63.9,1.255,7.86,1.746,1.105,-0.0909,0.4103,467,394,0.6235862716903366,0.1813331176555197,194,0,0,0,84,110,6,0,18,86,True,-0.01891591358015448,0.1625061116879579,2.26128268432343,0.13297580110910448,-0.17825185657022272,0.12015590615943915,-0.46116906761497134,0.2470577721717273,0.18142202526811238,0.7082268397866986,0.09330784180041421,0.008756181316644795
M4|15m|9/21|d0.25,M4,15,9/21,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",1494,0.0261044176706827,-0.2130165345273178,-0.0722089947550229,0.0001413134928592,-0.2589797981187988,39.0,-386.9158183894855,0.3413654618473896,510.0,984.0,728.0,766.0,-1.1414962551948726,0.8751765366839634,0.6920988104329293,69.20988104329292,0.2850842157894815,34.20348058902275,65.79651941097724,0.0,1077.9,0.695,405.03,0.564,-5.275,-0.3398,-0.1778,7448,5424,-0.014916816799116,0.1139868495754775,3704,2,0,1,1585,2116,9,0,613,1494,True,-0.3729666476942764,0.058749753038066246,0.7127260742388701,0.11193552210996206,-0.5206302294078484,-0.2223736984842755,-0.24406298131968276,0.05585305484840841,0.43171640073234263,0.29991603616809115,-0.032645335367383545,-0.02974863717772571
M4|15m|9/21|d0.5,M4,15,9/21,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",2017,0.0411502231036192,-0.1891103872411533,-0.0641052160139502,-0.0005306426724356,-0.21259602282392,83.0,-428.8061780358467,0.3465542885473475,699.0,1318.0,999.0,1018.0,-1.1211106830316242,1.0146541333051575,0.8100758148387085,81.00758148387085,0.2537462459275392,34.705007436787305,65.2949925632127,0.0,1567.7,0.741,439.98,1.138,-5.741,-0.2786,-0.1488,10750,6296,0.0422108489633448,0.1653770386527799,6066,3,0,1,2512,3550,17,0,1516,2017,True,-0.37797306147669996,0.02460798514701421,0.8738904707191081,0.11226220671065124,-0.5523886067860119,-0.2590635128292383,-0.25480687178726485,0.05937462077766452,0.4025810466237142,0.3141814925649294,0.016542237956604994,-0.018224397674045316
M5|15m|9/21,M5,15,9/21,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 240, ""regime_tf_name"": ""4h""}",1684,0.0457244655581947,-0.1302836954884255,-0.0441639645723476,-0.0016878543089488,-0.1304110488115273,76.99999999999999,-219.612206198612,0.3485748218527316,587.0,1097.0,762.0,922.0,-1.103574467624513,1.2488806453392842,1.0665264935644982,106.65264935644984,0.176135514369722,34.85748218527316,65.14251781472684,0.0,1024.1,0.829,228.4,1.015,-2.927,-0.1981,-0.0634,9939,5325,1.5311549110351537,0.1427605790011651,5032,0,0,0,2085,2947,12,0,1251,1684,True,-0.27317162781269244,-0.0038131231694474173,1.1238542986795343,0.07708660667873228,-0.3844599228944014,-0.1683197335491907,-1.661565959846681,0.04692158069448513,0.269358504643245,1.7084875405411661,0.049537588727642114,-0.001197115136290429
M1|15m|12/26,M1,15,12/26,{},1662,0.1245487364620938,-0.1188499834584112,-0.0402881299859021,-0.0002428337236838,-0.0348322107059033,207.0,-57.8911341932113,0.3748495788206979,623.0,1039.0,842.0,820.0,-1.083463230996637,1.3994147168318234,1.1988716156211938,119.8871615621194,0.1593809471679972,37.4849578820698,62.51504211793021,0.0,1217.5,0.952,103.26,3.097,-0.805,-0.1093,0.036,11939,4967,1.4645636927058627,0.2019144491499383,7933,9,0,0,3267,4657,31,0,2964,1662,True,-0.23674665985584165,0.06564928838218301,1.2496045555204036,0.15732838424815046,-0.4101760026597512,-0.06555795692135837,-1.499395903411766,0.05094957398277198,0.3023959482380246,1.550345477394538,0.05889944807991079,0.07359916247932183
M2|15m|12/26|s0.00,M2,15,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1640,0.1323170731707317,-0.1194594228801621,-0.0404947196203939,-6.044424896403348e-05,-0.0276975135787884,217.0,-45.42392226921304,0.3774390243902439,619.0,1021.0,813.0,827.0,-1.0833795211647148,1.390494560697039,1.1874402739025465,118.74402739025464,0.1600145867495201,37.74390243902439,62.25609756097561,0.0,1181.1,0.962,76.4,3.183,-0.65,-0.0948,0.0459,11552,4986,1.5090894885216986,0.1552548183208878,6845,8,0,0,2795,4042,30,0,2372,1640,True,-0.18295233189967625,0.04046472030304401,1.2269060055675254,0.040620906098881776,-0.24965828183155073,-0.1450217865868592,-1.536787002100487,0.047182342593867936,0.22341705220272026,1.583969344694355,0.0918523528676877,0.08513473057686377
M2|15m|12/26|s0.25,M2,15,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",868,0.1854838709677419,-0.1240273320741165,-0.0420431634149547,-0.0009896936231023,0.0184236818555683,161.0,15.99175585063334,0.3951612903225806,343.0,525.0,413.0,455.0,-1.0759353556327806,1.3936016135970632,1.166167875193632,116.6167875193632,0.1670601891121736,39.516129032258064,60.483870967741936,0.0,683.2,1.026,42.28,3.464,0.334,-0.0744,0.117,4986,3203,1.815508431378203,0.1632174779937762,1983,3,0,0,802,1178,21,0,289,868,True,-0.1447937961382079,0.07936725368388324,1.1921806598450573,0.02759880882159755,-0.17380108474237174,-0.11214462813677194,-1.7970847495226348,0.08154791607519735,0.22416104982209112,1.878632665597832,0.10611661728385867,0.10393595489254456
